Text,label
إدارة التحصيل في مصرف الراجحي، للأسف نقطة سودا في تاريخ المصرف!!,Negative
ردوووو على الخاص وش ذا التعامل السىء ما خليت لكم برنامج ما كلمتكم,Negative
"موجوده لكني م اعرف بالمسابقات كيف افوز فيها 
هل ممكن انكم تفوزوني؟",Negative
حتى انا بعد موقفين حسابي عذرهم ان عندي ايقاف خدمات وللاسف بنك فاشل,Negative
"عزالله انكم افشل بنك للاسف 
غلطت عمري اني ماحولت للراجحي 
بكل شي سيئ",Negative
"اللي جاب فكرة الإعلان شكله مصري .. وضحك عليكم بكلمة بص ياباشا ..
🤣🤣🤣",Negative
انا جددت هويتي وم رضى يحدث تاريخ انتهاء الهويه بالراجحي يطلع لي كذا!!,Negative
جاء نضام ايقاف الخدمات الجديد من ١رمضان وللان مصرف الراجحي يقول انتضر,Negative
السلام عليكم أنا فزت معاك في المسابقة ومارديت على الاتصال الي جاني منك 😭,Negative
الحين كل هل القسط وانا مغتنم الفرصه اجل لو ماغتنمت الفرصه بكم القسط بيكون 🤔,Negative
ابي عقاري لي يومين مرسل لكم ع الموقع محد تواصل معي متى تتواصلون ان شاءالله؟,Negative
اسوء بنك مر علي شهرين عشان شراء مديونيه ورايحه جايه عشان الاوراق وبالنهايه رفض,Negative
نصيحة الي يتأملون بالوظايف الادارية بالمدارس لاتختبرون خذوها مني وظايف مافيييه,Negative
لو سمحتو شوفو الطلب اللي ارسلت مو معقوله معلق بالشحن لليوم ولاحد تواصل معنا 💔💔,Negative
طلبت من الموقع واخترت مقاس 60 وجاني 58 وتواصلت معكم مافيه اي تواصل !!!!!!!!!!!!,Negative
لدي مشكلة بسبب التحويل ارجو التواصل معي لا فرع ولا مكالمه ولا هنا مافي تجاوب ابد,Negative
"السلام عليكم 
ابغى احجز موعد صيانة وكلمتكم بالتلفون من امس تقولو تحديث السيستم !",Negative
السلام عليكم انا جيت انقل مركبه تطلع لي ملاحضه تحجز المركبة المطلوبه لنقل الملكيه,Negative
صراحه كنت اشتريها لكن اختياركم غير موفق لمسى وعتزلتها بدون عنصيريه لكن رايي الشخصي,Negative
احاول اسجل ابنتي في رياض الاطفال من الساعة 12 ويظهر لي كذا ارجو التوضيح كيف التسجيل,Negative
ما فيه عروض على شراء مديونية القرض العقاري هرمنا في البنك الاهلي أسوء بنك على الاطلاق,Negative
افشل تطبيق كل البنوك تحدث التطبيق الا البنك لنا اسبوع التطبيق مايعمل (كراش) عند الدخول,Negative
بطاقات الراجحي الائتمانية سيئة جدا ويسحبون مبالغ وعندما تطلب توضيح يماطلونك . أسوء بنك,Negative
"المشكله كاش باك ترجع لمحفظه التطبيق ويحطو تاريخ انتهاء كاش باك 
بالعربي راح تطلب مرتين",Negative
لي كم يوم يجيني اتصال منكم برد الي يبغى تقييم وانا ما استخدمت منكم اي خدمة ايش السالفة؟,Negative
يا ليت تردون علينا وتخدموني في طلب تمولي لي الان شهر بدون رد ما اعرف ليه الخدمة كذا سئه,Negative
انصح اي واحد يبي يفتح حساب لايقرب من البنك الاهلي بعد تجربه طويله لازال البنك سيئ للغايه.,Negative
"السلام عليكم
توصيل الوثائق رخصة سير سددت جميع الرسوم ولكن تأخرت لم تسلم لسبل الان 10 ايام",Negative
"السلام عليكم 
انا اكلمكم خاص م تردون انا مسوي حادث والسياره باسم البنك الاهلي وش الاجراء ؟",Negative
السلام عليكم احتاج رد ضروري بمايخص المنتجات التمويل لانه يجي رفض مباشره للطلب بدون سبب واضح,Negative
"السلام عليكم انا ابي افتح مؤسسة مقاولات ومن ضمن الشروط "" اشتراطات بلدية "" ممكن اعرف تفاصيلها",Negative
بنك الراجحي يقدم افضل خدمات سيئة ⛔️⛔️⛔️⛔️⛔️⛔️للعميل اهنيكم على هذا التعامل وشكر من اعماق قلبي,Negative
وربي اسوى بنك في جميع الخدمات وانا متعامل معه اكثر من عشرين سنه وي رب اطلع منه اليوم قبل بكره,Negative
انا لمن تقدم لبنتي يطلع لي كذا الان يعرف يفيدني الله ييسر له مع العلم اني منفصله وعندي الحضانه,Negative
تطبيقكم من سئ الى اسوء وخدمة العملا ما يعرفون شئ ولا يحلون شئ حرفيا الواحد ما يعرف وش يسوى فيكم,Negative
"السلام عليكم ورحمة الله وبركاته 
المكرمين والمحترمين المرور السعودي 
الدبابات مايخص توصيل الطلبات",Negative
ارجو التواصل على الخاص تم تجديد استماره ولم يتم تسليمها حتى تاريخه علما أنه تم التجديد قبل شهرين.,Negative
لم يتم ايداع مبلغ الدعم لشهري فبراير ومارس لعام ٢٠٢٤م حتى تاريخه والسبب اخطاء من موظفي البنك الراجحي,Negative
"السلام عليكم ورحمة الله وبركاته 
تم رفع بلاغ عن تواجد الكلاب الضالة امام منزلي في حي الاخضر في تاربخ…",Negative
صار لي 3 ايام اتصل على الهاتف التسويقي ولايوجد رد من الموظفين يخليك 13 دقيقه بعدها يفصل الخط. وهاكذا.,Negative
السلام عليكم .. وثيقة تم تجديدها يوم ١٤٤٥/٨/٢٨ هـ ولم يتم تسليمها للناقل لتوصيلها حتى تاريخه فما الحل ؟,Negative
بالله هذا توقيت تعطلون فيه تطبيقكم إضافة إلى تأخيركم في إيداع الرواتب إلى متى وأنتم لا تقدرون العملاء !!,Negative
للأسف البنوك تطورت وانتم لازلتم في طور التكوين للأسف راجعت احد الفروع تكدس للمراجعين وتنظيم سيئ بنك رجعي,Negative
"السلام عليكم 
عندي مشكلة في اضافة مبالغ لفيزة سفر بلس 
والمشكله لها اكثر من ١٢ ساعه متعطلة 
امل سرعة حلها",Negative
الي عنده خلفيه عن كيف اتواصل مع ادارة نمشي ياليت تشرحون لي اغراضي لها اسبوعين واكثر ماوصل المندوب استبدال,Negative
موظفو خدمة عملاء غير مؤهلين خدمات تمويلية سيئة جداً اسبوع كامل لم يتم انجاز الطلب رشحوا لي بنك غير  الراجحي,Negative
"ربما تزيد الأقساط في آخر دفعة بدون علمك
حسب سياسة الشروط و الأحكام يستطيع المصرف تغييرها بدون الرجوع للعميل",Negative
لي ثلاثة أيام أحاول أحصل على رقم المستخدم للحساب ، ادق على 8001230000 يقول لي دق على 8001237777 يقولي دق على…,Negative
طيب جااااوبو على أُممممم السؤال لماااذا لم يتم تركيب الكميرات في سيارات الدوريات الامنية وكميرات شخصية للعسكر ؟,Negative
وش الإعلان الخايس هذا لو انه خليجي نمشي بس ميسي عاد المشكلة أنكم تخسرون عملاء قبل تكسبونهم . إعلان غير موفق أبدا,Negative
بنك فاشل والي يخلي راتبه عليه فاشل فوق انك تنزل الراتب متأخر تطبيقكم الزفت خربان والله صدق الي سماكم بنك الشيبان,Negative
"تم خصم مبلغ اكثر من القسط المستحق واحاول اكلم الدعم عن طريق الهاتف ولم استطع وارسلت لكم عالماص دون جدوى
ارجو الرد",Negative
"السلام عليكم
انا موظف قطاع خاص ابغى اقدم قرض ولكن اسم الشركه ما يطلع في الخيارات مع العام ان راتبي ينزل ع الراجحي",Negative
عندي مشكله بطاقتي انتهت وجاني وحده جديده مو قادره اضيفها ف الجوال لا يدوي ولا بالمسح ولا حتى بالموقع حقكم ايش الحل,Negative
"حسبي الله عليكم خطاب عدم ممانعة مقدمه من يوم الاربعاء الى اليوم ما اصدرتوه خدمة سيئه
لكن اشتكيتكم عند البنك المركزي",Negative
استحو على وجيهكم تسوون عرض تمويل تأجيري وماعندكم رقم للتواصل يخص التمويل التأجيري هههههههه هل أنتم معنا في ٢٠٢٤ ؟ 🙃,Negative
بالله صحصحو شوي ووحلو لنا هالمشكلك البرنامج الاهلي موبايل غير متوافق مع تحديث الجديد والشكاوي كثيرة بس محد يسمعنا 🥲✋🏻,Negative
طلبت سيجنتشر وتمت الموافقه على السند بعدها ب اسبوعين الغي الطلب من قبلكم والاتصال على الرقم المجاني مايدرون وش السالفه😬,Negative
عزبزي اعلم انه لم ناجى الى تطبيق x لانه لم نجد الافاده الكافيه والشافيه للطلب امل عدم الكتابه خاصه لي انا ( يومك جميل ),Negative
السلام عليكم ورحمة الله وبركاته سؤال : علي مخالفة مرورية وتم الاعتراض عليها وتم قبول الاعتراض إلا أن المخالفة موجوده لسه,Negative
"عندي استفسار كان مجموع نقاطي في حساب المليون الادخاري الجائزه الكبري ١٧٩٠ فجاه نزلت الي ٧٥٠ ؟ 
ماهيه الاليه ممكن توضيح ؟",Negative
"السلام عليكم
الساده المرور ، الشخص هذا يقود بسرعه عاليه و تهور و عدم مبالاه ، و شكل خطر على سالكين الطريق ، ارجوا محاسبة",Negative
السلام عليكم اخوي عندي مشكلة من كم شهر ما يمدي اسوي اي عملية تحويل من التطبيق و يظهر لي ايرور E000145 وش الحل الله يعافيك,Negative
يقبلون مبدئيا مئات الاشخاص والقبول نهائي يكون العدد محدود جداً!! طيب من البداية ليش ترسل قبول مبدئي للكل وتتعبهم وترهقهم…,Negative
كيف اتواصل مع خدمة العملاء مافي استجابه لا بالواتس ولا اتصال الطلب له اسبوع وحتى الأن لم يتم الشحن رقم الطلب ON18001976238,Negative
"امحق حولك وانا لي سبوع محد تواصل معي ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههہ 
كلام فاضي بس",Negative
الحواله الدولية من الامارات للسعودية كم تاخذ وقت ؟؟؟ لي ثلاث ايام الحين ماوصلت لي الحواله ومامعي رصيد عشان اكلمكم وش اسوي ؟,Negative
نظام البنك السيئ بحجب الاتصال علينا في امريكا من التطبيق والمتصفح عطلنا وعطل استثمارنا. من شهر نفتح بلاغات ولم يحل الاشكاليه.,Negative
"السلام عليكم ورحمه الله وبركاته
انا مسدد رسوم تجديد الرخصه عن طريق البنك
ولم جيت اكمل اجراءت التجديد يقول ان المبلغ غير متوفر",Negative
الطلب له اكثر من سنه ويوجد من طلب بعدي و استلم ، مع العلم اول سيارة اطلبها من الشركة ، هل فيه سبب مقنع للانتظار اكثر من سنه !!؟,Negative
"السلام عليكم 
انا حولت حواله سريعة واخذتو رسوم التحويل السريع ولاوصلت للان وش السالفة اخذتو حقكم وسحب المبلغ لماذا لم يصل المبلغ",Negative
ياولد انت تستهبل علي؟ انا اسألك اقول لك في رسوم تقول لي اذا طلبتها بتظهر عندك زي يلي يقول روح شوف بنفسك ماني فايق وشذا التعامل!!,Negative
"واضح ان حضرتك ما فهمت المشكله
العيب صناعه يعني لابد من تغيرها علي حسابكم 
وهي طلبت من اليابان من شهر اغسطس الماضي وحتي الان لم تصل",Negative
اسوء بنك في السعوديه الحمدلله بحول راتبي منه لي اسبوع رافع طلب احلال لسيارتي لين يومك قيد المعالجه موقفين كل اموري حسبي الله عليهم,Negative
ي اخي اسوء بنك كيف م اقدر اطلع مبلغ مسحوب في سنه ٢٠٢٢ ولازم اراجع البنك ع سبب تافه من المفترض اقدر اسويه وانا ف البيت انتم في اي عصر,Negative
تم التواصل معي من قبل المبيعات الهاتفية بعد الحجز اون لاين ولكن لم تأكد لي موعد اكيد لوصول السيارة وانا ارغب بشراءها نقدا وبأقرب فرصة,Negative
ردو على الهاتف اللي لي ساعة ولا احد يرد ولا لقيت حل من قبلكم من تاريخ ٨/١٥ حتى تاريخه ومشكلتي لم تحل ولم يتم التجاوب من قبلكم إلى الآن,Negative
اخخخخ ي طفشت طفشت طفح الكيل بحذف تويتر اهدوني اي شي يرحم والدينكم مع الفطور هذا تكفون تكفون تكفون م هي شحده بس قسم بجرب شعور الفرحه 💔😔,Negative
قمت بعمليتين شرائية دولية من بطاقة سيجينتشر الائتمانية وتم خصم مبلغ زائد وتم رفع شكوى رقم 15690398128 وتم اغلاقها بدون حل وبدون أي توضيح,Negative
قمة المهزلة أن يتم الإعلان عن الشماغ السعودي بصورة أجنبي لايعرف عن ثقافتنا هو لاعب عالمي أكيد لكن دعايته تكون في مايتعلق بالرياضة والكورة,Negative
"السلام عليكم 
قمت باضافه مستفيد دولي 
وعند التحويل له سؤلت عن المبلغ وكتبته خطأ مرة واثنين وعند كتابة المبلغ الصحيح رفض التحويل فما هو الحل",Negative
خلو عنكم اللعب ليش تسحبون بطاقتي لا تاريخها منتهي ولا بطاقة الأحوال حقتي سلامات وابغى اسوي بدل فاقد اجهزتكم حقت البطاقات متعطله رحت لاثنتين,Negative
🔴🔴🔴🔴البنك الاهلي شريت من قبلكم منزل واتضح انه لا يوجد تامين للمنزل لماذا اذا يطلع المقيم والمهندس وياخذ رسوم ويحسب علي تامين في الاقساط ❌❌❌,Negative
بطاقاتكم العادية الجديدة دائماً تعلق ماتشتغل بتقنية NFC و تشتغل فقط بإدخال البطاقة في جهاز الدفع الالكتروني ، البطاقات القديمة ماكانت تعلق .,Negative
"تتوقعوا تطبيق الراجحي بيعوضنا بشيء يطيب خاطري ويقول يا محمد #أزعجناك_وأرضيناك 
التطبيق لي نص ساعه احاول ادخله وما دخل معي ومهم عشان أسدد خدمه",Negative
"والله ماعندكم الاخصم خصم خصم
متى تعطون عملائكم مكرمه وتسقطون راتب رمضان. (وتخلونه هديه) وتخلونه عيديه لعملائكم)
ينبسطون في رمضان ويعيدون عيدهم",Negative
"السلام عليكم 
اصدرت بطاقة الفرسان انفينت بتاريخ ٣ مارس و تم استخدام البطاقة بمبلغ اكثر من ١٥٠٠٠ ريال و الى الان لم يتم اضافة الاميال الترحيبية",Negative
لي شهور انا احاول اضبط صرافه للاسف مافي احد يقدم خدمه متكامله لا من جهة موظفين بنك ولا من خدمة العملاء اتمنى منكم رد كيف اقدر اخلي صرافتي تشتغل,Negative
سلام عليكم جميع البنوك نزلو عروض القرض الاضافي العقاري والبنك الاهلي الئ الان مانزل وتم اتاحته بشروط صعبه وفي مناطق محدده والحل معكم يالبنك الاهلي,Negative
حسابي مجمد بسبب عدم تحديث الهويه المشكله انها محدثه ورحت حدثتنها يالخدمه الذاتيه وتطبيق واتواصلت معاكم ع رقم ولا راضيه تتحدث ايش اسوي؟؟؟ ياريت تردو,Negative
حول راتبي لكم يوم 10 مارس ولا شفت شي لا بطاقة ولا نقدي ولا خصم رسوم ويوم رفع لي الموظف طلب قال مايشملني العرض اقوله ليش يقول والله مادري هههههههههه,Negative
لدي كامري قراندي موديل 23 وفيه مشكله الي هي تنسيم الهوا من البيبان هل حليتم المشكلة علماً انه تم مراجعتي الصيانه وقالو هاذي عيب مصنعي فماذا افعل ؟.,Negative
فوق منتو ساحبين المبلغ الي ماني عارف ايش قصته توقفون الحساب ليش !!؟ أسوء بنك واسوء تعامل ياخي ولله مدري ايش حادنا عليكم فكو الحساب فك الله روسكم !!!,Negative
شريت من عندكم شماغ هديه وطلع المقاس خطا طلبت عن طريق الواتس اب استبدال ولي اسبوع محد تواصل معي؟!! ليش كذا اتمنى تنحل المشكله بسرعه انحرجت من هديتي 💔💔,Negative
ابي اطلع بطاقة راجحي من التطبيق ويقول لي ماتقدر تكمل هنا رح اقرب فرع واقرب فرع يبون الاقامه الاصدر الجديد ومامعي الا القديمه وش الحل ولااعرف لابشر شي 👍,Negative
"السلام عليكم 
تم رصد مخالفة اليوم بمبلغ الف ريال على سياره لي بمنطقه الرياض والسياره موجوده عندي ماتحركت أنا بمحافظه تابعه لحايل كيف كذا ؟ وماذا افعل ؟",Negative
شفنا الفوضى اللي صارت السنة اللي راحت جمعتوا عاطلين المملكة كلهم ومقابلات وفوضى واخر شي ظفتوا بطريقة محد يعرف كيف هي وعدد قليل جداً ولا يسوى نتعنى ونتعب,Negative
ياليت تردون على الاتصالات من امس التعليق لين اليوم ابغى فلوسي حولت من الحساب للفيزا وطارت ياليت تحسون عندي التزامات وبعد تحديث الهويه ماهي راضيه تتحدث 😭😭,Negative
السلام عليكم… من تاريخ ٣/٣/٢٠٢٤ طالبة الرخصة ودفعت حق التوصيل وجاتني رسالة تم اصدار الرخصة بس للحين ما استلموها سبل تواصلت معهم يقولون ننتظر المرور يرسلها؟,Negative
"اواجه مشكلة أثناء فتح حساب جديد
عند التسجيل لفتح حساب جديد يفيدني النظام بان لدي حساب بالفعل 
و عند طلب استعاده البيانات يفيدني بانه لاتوجد بيانات باسمي!!!",Negative
السلام عليكم… من تاريخ ٣/٣/٢٠٢٤ طالبة الرخصة ودفعت حق التوصيل وجاتني رسالة تم اصدار الرخصة بس للحين ما استلموها سبل تواصلت معهم يقولون ننتظر المرور يرسلها؟؟,Negative
"السلام عليكم 
سبق وسألتكم عن مواعيد العمل في رمضان في جدة 
توجهت لفرع طريق المدينة في الساعة 9:00 مساء اليوم وللاسف الفرع مقفل آمل توضيح اوقات العمل الرسمية",Negative
السلام عليكم يا مصرف الراجحي شوفو لكم حل من بعد التحديث الجديد و تطبيقكم ثقيل ويطلع لي ( قم بتفعيل الموقع ) !!!! طيب الموقع مفعل والامور طيب وش وضع التطبيق !!!,Negative
تبغو الصراحه صاحب فكرة انه لبس الشماغ ميسي هذا والله لو انا صاحب الشركه مايجلس دقيقه وحده عندي الشماغ يكون لاهله ولو تجيبو اغلى شماغ بالعالم مايزبط على وجه ميسي,Negative
السلام عليكم واجهتني مشكله حولت امس من بطاقة فيزا للبطاقة مدى العمليه طلعت مرفوضه لكن المبلغ خصم من الفيزا ولا وضع بالبطاقه الثانيه تقريباً صار مفقود وش الحل ؟!,Negative
"سبحان الله افشل بنك في المملكة البنك الاهلي

 وحتى سبحان الله مبناه والدزاين حقه يجيب الكآبة وعدم الراحه النفسيه ....

البنوك الاولى في السعوديه الرياض والراجحي",Negative
السلام عليكم قمت بسداد مبلغ القرض العقاري لفكر رهن عقار وحتى الآن لي 11 يوم من سددت المبلغ ولم يتم فك الرهن وأنا مستعجل جداً يوجد طرف آخر بإنتظار الصك الجديد !!!,Negative
"سلام عليكم 
لما جيت بطلب من نون حطيت الكود وخصم لي لما كان الطلب بالسله ، يوم جيت عند الدفع يقولي ان كود الخصم غير صالح ،،،، وش المشكله الحين ، ياليت تشوفون لي حل",Negative
"اللي قاعد يصير منكم في تحويل النقاط للفرسان وإضافة حساب الفرسان لفيزا الفرسان عيب مفروض بنك محترم يحترم عملائه مو تسوون هالحركات على أساس خطأ تقني.
شوفلنا حل معهم",Negative
"من افشل النبوك لايحفظ حق العميل 
لدي ايقاف خدمات ولدي قروض منكم ولايبقى من ١٠الف ريال غير ٢٠٠٠اين حفاظ على عميل ونسبه النظامية لدي تابعين تضرو 
حسبي الله ونعم الوكيل",Negative
"للأسف أن يكون وضع لكزس بهذه الصورة
تقدمت بحجز لكزس LX600 بتاريخ ٠٨-٠٦-٢٠٢٣ وحتى الآن لم يتم انهاء الطلب
 وتم دفع المبلغ كامل و لم يتم تسليم السيارة في ٠٤-١٢-٢٠٢٣يتبع",Negative
وثيقة حكومية (رخصة مركبة) تم تجديدها بتاريخ (١٤٤٥/٨/٢٨هـ) و تم سداد رسوم النقل ولم يتم توصيلها حتى تاريخه و شركة النقل (سبل) تقول انها لم تستلم الوثيقة منكم فما الحل ؟,Negative
بس بدخل أسحب مبلغ ، والا تطبيق سيء وخدمات سيئة ومستحيل تطورون ، الحمد لله طلعت من عندكم ، كنت مظلوم ومحروم من النعمة بالخدمات والتقنية المتوفرة في البنك اللي حولت له ..,Negative
"عملت حواله من يومين ورقم مرجعى لا يوجد والحواله لم تستلم
وتواصلت مع خدمه العملاء يقولو جارى العمل عليها بدون وقت محدد ولا تاريخ محدد ولا رقم طلب بالله عليكم ده حل للمشكله",Negative
"في الخير 
اصدقوا في عروضكم 
اصدقوا في تعاملكم 
اصدقوا في خدمة العملاء 
عروض عروض عروض عروض واخر شي مماطلة 
احنا نعاني بسبب عدم المصداقية 
حولنا رواتبنا عليكم وما شفنا الخير",Negative
"إحسب المبلغ قبل الشراء و بعد إنتهاء الدفع
ربما يكون المبلغ الذي دفعته أكثر من الذي حسبته قبل الشراء فحسب سياسة الشروط و الأحكام
أنت توافق على التغيير الذي يحدث بدون الرجوع لك",Negative
يالراجحي كم مرهه سجلنا في حساب المليون ولاشفنا منكم شي مغير تخصمون قسطكم ورافضين تأجيل الاقساط خلصو علينا والله لوبيدي اقدر احول راتبي الان لكن الالتزامات عاليه ورفضوني البنوك,Negative
يا بنك الاهلي كل يوم الرصيد المحجوزة يزيد وكل يوم اسوي موازنة ما تودع في حسابي كيف اشتغل وانا كل رصيدي محجوز عندكم والتجار يطالبوني بفلوسهم انتم تريدون تقفيل نشاطي وسجني والله,Negative
"السلام عليكم لدي شحنة من أبشر إلى سبل 
من تاريخ 
2024/01/27 ولم تصلني حتى الآن وتم التواصل مع سبل ومع أبشر ولكن لم أستطيع حل هذه المشكلة علما بأن رقم التتبع هو TR
FVC0016847624",Negative
جاتني حواله على حسابي وجاني الرسايل النصيه بالحواله بس ادخل الحساب ما انضافت لمجموع الرصيد وبعدها بساعه دخلت الاقي ان كل عمليه التحويل انحذفت مع انها كانت موجوده ايش المشكله ؟؟؟,Negative
"تقولون 4 ايام عمل وتردون علي والحين فوق الاسبوعين والشكوى لازالت قيد التنفيذ ؟!!

وكل ما كلمتكم قلتو قدم شكوى جديده واجي اقدم ترفضون لان عندي شكوى قديمه لها 16 يوم ما رديتو عليها",Negative
"سؤال محيرني ومجنني ؟

الحين اذا اخذت سياره منكم تأجير منتهي بالتمليك ما تصبح حق من حقوقي ؟

سؤالي اذا جيت اسافر للكويت ليه تاخذون علي رسوم 470 ريال بحجة رسوم وهي اصلا كانت 40 ريال",Negative
"يقلك مصعد للادارة المختصة 
طبعاً الادارة المختصة ليس لديهم رقم للتواصل 
وليس لديهم وقت يردون عليك اصلاً
يعني انتظر على حسب مزاجيتهم
ممكن يردون عليك وممكن تبقى مصعده الين تطفش وتسكت",Negative
"ياليت تراجعون وقت المنع لشاحنات الخدمية فيه لخبطة 
هل كيف تقولون انها مستثناه وانها تبدأ من الساعة 5 
ثم بعدها تقولون انه ممنوع على شاحنات الخدمية من الساعة 4 
فيه لخبطة الله يحفظكم",Negative
عندي محل تجاري وعندالتسجيل بمددعند اضافة الحساب البنكي تظهرلي ملاحظه ((لايمكن اضافه الحساب البنكي المستخدم ليس المفوض بالتوقيع على الحساب بالبنك)مالحل لهذه المشكله راجعت الفرع لافائده,Negative
يليت تعطي امكان نضره على السريع الواحد اذ فصل من دوامه من وين يسددهم +السياره في قسم الصيانه والسمكره بعد تعرضي ل حادث اجلو لي ٤ شهور بس والوكاله محددين ١٨٠يوم عمل. ول اقدر اسوي شي ابد,Negative
"عندىً حوالة اتسحبت وما وصلت ولا صدر ليها رقم مرجعي وراجعت فرع التحويل قالي مش موجودة ؟ 
وكلمت خدمة العملاء يقولي تمت ؟؟
ولا شيكوا ع الحوالة ولا عمل ليها طلب استفسار ولا تعزيز ولا شيء ،",Negative
"للاسف الخدمات من سيء الى اسوء
رفعت طلب تمويل وجربت كل الخيرات وكلها تنرفض من غير توضيح الاسباب وعارف بتقولون سجل بيناتك وراح نتواصل معاك وانا مسجل بيناتي من قبل اسبوعين للان محد تواصل معي",Negative
"السلام عليكم 
عندي بطاقة الائتمانية وابي الغيها لان رسومها غاليه
الموظفة بالبنك قالت تصير اون لاين 

من ضمن الخيارات سبب الغاء البطاقة موجود 
تالف/ مسروقة / ضائعه
اي خيار اختار؟ مافي الغاء",Negative
"بنك الراجحي من أسوء البنوك بعد أن كان من افضل البنوك 

اعادة تمويل 
بصراحة ودي أحول راتبي لاي بنك منكم ومحتار وين أسرع بنك ف الإجراءات 😐

ماهي الأوراق المطلوبة لتحويل الراتب وسداد المديونية",Negative
"مساء الخير 
ابحث عن شقه للاجار 
وبحثت في موقعكم ولكنولا يضهر لي كالسابق 
انواع العقار واسعارها 
هل تم تغيير سياستكم 
لازم اشترك في الشهر ٢٩ ريال عشان اشوف العروض؟
او هناك خلل عندي في البرنامج",Negative
"اسوء بنك شفته البنك الأهلي السعودي
كل البنوك نزلو الرواتب الا الأهلي مانزل الحين ٤ الفجر 
من حقي وحق كل عميل انه ينزل بحسابه يوم ٢٧ من بعد الساعه ١٢ بداية يوم جديد مثل باقي البنوك سيء جدا جدا",Negative
"السلام عليكم لي اسبوعين احاول اضيف بطاقتي في محفظة ابل باي وكل مرة تجيني نفس المشكلة: ""تواصل مع مصدر البطاقة"" 
مع العلم اني عندي بطاقة ثانية من مصرف الراجحي وانضافت وما فيها مشكلة. ايش الحل؟؟؟",Negative
شكلكم تحسبون نأخذ فلوس من النفود……اسعار فوق الخيال نأمل من التجارة دراسة دقيقة لتكلفة السيارة من المصنع الام لمحاسبة الوكلاء تصدقون من عام 1985 تضاعفت أسعارهم ✖️9 يعني سيارة كانت 24000 الآن 220000,Negative
ع طول غيرت رايها قالت خارجة لتوصيل مع المندوب اليوم والحين ترسل سنعمل الازم ليش ما عملتم اللازم من اول ليش تعلون العميل وانتم ماخذين رسوم توصيل والله المفروض تاخذون الرسوم بعد ما يتم التوصيل مو قبل,Negative
السلام عليكم أنا انتهت بطاقة الصراف واتصلوا علي بترسلون لي جديده وبعدها معد تواصل معي المندوب وحاولت أكلمكم ع الرقم الموحد يقول ادخل رقم الهاتف المصرفي وانا اصلاً م عندي كم الطريقه عشان أتواصل معكم,Negative
"البنك الاسوء في كل شي 

لا تطبيق زي الناس
لا ايداع رواتب بالوقت زي الناس
لا مميزات زي الناس
لا اسلوب خدمة عملاء زي الناس

"" بنك يحيرك في كثرة عيوبه "" 💔

الوعد بعد العيد عند البنوك الافضل باذن الله .",Negative
السلام عليكم جددت الرخصة عن طريق ابشر وطلبت توصيل الوثائق وسددت المبلغ للبريد السعودي سبل لها الحين تقريبا ١٥ يوم اكلم البريد السعودي يقولون ماستلمناها من المرور عشان نوصلها وش الحل الرجاء الافادة !؟,Negative
"الله يجيب اليوم اللي تتغير خدماتكم الاليكترونية فيه للافضل
صار اول ما ينزل الراتب احوله كامل لحسابي في لان خدماتكم الاليكترونية سيئة جدا ولي 3 سنوات ما خليت قسم عندكم إلا تواصلت معاه ولا حياة لمن تنادي",Negative
يامصرف الراجحي ماني لعبه كل شوي تحولوني على البنك ثم تحولوني على التطبيق ثم الاميل ثم التواصل بالاتصال ثم هنا وش الامر من النهايه تعامل جدا جدا سيئ غير راضي تماماً امل التواصل معي لانهاء هل امر 0555124468,Negative
سددت مخالفات لسياره الوالد بمبلغ ١٥٠٠ ريال وبقيت معلقه وحاولت اسوي استرداد ولم يتم إرجاع المبلغ واضطريت اسوي سداد للمخالفات مره وراجعت احد فروع بنك الراجحي لارجاع المبلغ يدوياً ولم يتم إرجاع المبلغ وش الحل,Negative
الإشكالية واضحة تطبيقكم سييء و الحلول بدائية و موظف خدمة العملاء اللذي سوف يتواصل معي لا يفقه/يفهم كلمة تجربة مستخدم .. ارفعوا الشكوى للقسم التقني لديكم لتحسين التطبيق و تطويرة بإستمرار بما يواكب العصر الحالي,Negative
اريد حل عاجل لمشكلتي اكلم المبيعات واشرحلهم المشكله يفيدوني ان المشكله مع ادارة التحصيل واتواصل مع التحصيل بعد معاناة الانتظار وعدم الرد لساعات يفيدوني ان المشكله من المبيعات وكل اداره ترمي مشاكلها على الاخرى,Negative
"تواصلت مع بنك الراجحي وطلبوا التواصل مع البلاد
بعد اتصالات ردوا علي بنك البلاد بأن المشكله من صرافة الراجحي وليس من عندهم رغم انه وصلتني رساله بخصم ٥٠٠٠ من حسابي
اطالب المسؤولين بالمصرف باسترداد المبلغ المتبقي",Negative
حاليا تم اقفاال العقد من الراجحي ولم يتواصل معي احد من المالية حسب افادة الراجحي وافادة مؤسسة النقد الاقساط المخصومه سوف تعاد بعد تعميد المركبة تالف فقط تم تعويضي نصف المبلغ - وحاليا في ابشر المركبة لازالت باسمي,Negative
ما المبرر لحجز المبلغ الذي يمثل الدعم السكني للعميل يوم 24 والعقد والاتفافية مع البنك فيما يخص حسم الاقساط يوم 25 ومن الراتب يعد تجاوز على العميل وإخلال بالاتفاقية مع البنك وقد يسئ لمعاملة البنك حتى في رمضان !!!!!,Negative
